strand,CpG_Coordinates,`000,`001,`010,`011,`100,`101,`110,`111,Sample_ID,Replicate,Tissue,Total_Reads,p-value
f,8417:8517:8565,2,0,0,0,0,0,0,0,35,Rep2,cfDNA,2,3.327341955041987e-09
f,8417:8553:8565,2,0,0,0,0,0,0,0,35,Rep2,cfDNA,2,3.327341955041987e-09
f,8417:8556:8565,2,0,0,0,0,0,0,0,35,Rep2,cfDNA,2,3.327341955041987e-09
f,8490:8500:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8508:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8512:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8517:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8553:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8556:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8565:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8573:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8576:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8581:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8583:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8589:8638,0,0,1,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8591:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8595:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8598:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8602:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8607:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8620:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8628:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8632:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,8490:8635:8638,1,0,0,0,0,0,0,0,35,Rep2,cfDNA,1,1.082508822446903e-05
f,13235:13252:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13288:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13295:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13306:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13312:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13334:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13336:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13338:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13340:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13351:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13360:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13368:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13372:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13374:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13378:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,13235:13381:13383,2,0,0,0,0,0,0,0,36,Rep2,cfDNA,2,2.6148266473233444e-16
f,21043:21090:21191,1,0,0,0,0,0,0,0,36,Rep2,cfDNA,1,1.922965982731765e-07
f,21043:21143:21191,1,0,0,0,0,0,0,0,36,Rep2,cfDNA,1,1.922965982731765e-07
f,21043:21167:21191,1,0,0,0,0,0,0,0,36,Rep2,cfDNA,1,1.922965982731765e-07
f,4933:4939:5081,0,0,0,0,0,0,0,1,36,Rep2,cfDNA,1,2.4291210628585556e-13
f,4933:5026:5081,0,0,0,0,0,0,0,1,36,Rep2,cfDNA,1,2.4291210628585556e-13
f,10577:10590:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10597:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10599:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10627:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10630:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10635:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10662:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10688:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10697:10725,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,4.032920463993413e-15
f,13235:13252:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13288:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13295:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13306:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13312:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13334:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13336:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13338:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13340:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13351:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13360:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13368:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13372:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13374:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13378:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13381:13383,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,2.6148266473233444e-16
f,8219:8224:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8227:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8235:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8244:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8258:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8276:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8281:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8283:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8287:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8296:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8306:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8309:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8322:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8325:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8327:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8333:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8340:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8355:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8219:8361:8367,1,0,0,0,0,0,0,0,37,Rep2,cfDNA,1,0.0005827505827505828
f,8417:8420:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8443:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8445:8565,0,3,0,0,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8461:8565,0,3,0,0,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8464:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8467:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8474:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8479:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8490:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8500:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8508:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8512:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8517:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8553:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,8417:8556:8565,0,0,0,3,0,0,0,0,38,Rep2,cfDNA,3,3.327341955041987e-09
f,9738:9750:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9757:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9768:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9771:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9799:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9802:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9805:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9813:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9815:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9833:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9842:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9847:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9862:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9866:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9868:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9873:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9875:9886,2,0,1,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9877:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,9738:9879:9886,3,0,0,0,0,0,0,0,38,Rep2,cfDNA,3,4.868603103360548e-27
f,13368:13372:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13374:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13378:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13381:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13383:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13394:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13396:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13401:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13409:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13411:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13415:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13419:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13438:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13498:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13505:13516,2,0,0,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,13368:13507:13516,0,0,2,0,0,0,0,0,39,Rep2,cfDNA,2,5.12045820465753e-33
f,4613:4639:4761,0,0,0,0,0,0,1,0,39,Rep2,cfDNA,1,0.0001554001554001554
f,4613:4687:4761,0,0,0,0,0,0,1,0,39,Rep2,cfDNA,1,0.0001554001554001554
f,4613:4696:4761,0,0,0,0,0,0,1,0,39,Rep2,cfDNA,1,0.0001554001554001554
f,8020:8037:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8060:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8063:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8069:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8077:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8081:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,5.177998692081004e-102
f,8020:8100:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8123:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8133:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8147:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8159:8166,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,3.2550920919753746e-103
f,9318:9324:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9326:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9329:9466,0,0,1,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9352:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9356:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9363:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9369:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9371:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9374:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9382:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9391:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9400:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9405:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9407:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9409:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9417:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9423:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9426:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9431:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9457:9466,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.082508822446903e-05
f,9998:10035:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10044:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10046:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10053:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10058:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10071:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10075:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10081:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10088:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10096:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10102:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10109:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10111:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10118:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10121:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10130:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10133:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,9998:10140:10146,1,0,0,0,0,0,0,0,39,Rep2,cfDNA,1,1.922965982731765e-07
f,13235:13252:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13288:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13295:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13306:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13312:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13334:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13336:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13338:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13340:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13351:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13360:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13368:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13372:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13374:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13378:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13235:13381:13383,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,2.6148266473233444e-16
f,13368:13372:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13374:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13378:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13381:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13383:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13394:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13396:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13401:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13409:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13411:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13415:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13419:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13438:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13498:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13505:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13507:13516,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,5.12045820465753e-33
f,4933:4939:5081,0,0,0,0,0,0,0,2,40,Rep2,cfDNA,2,2.4291210628585556e-13
f,4933:5026:5081,0,0,0,0,0,2,0,0,40,Rep2,cfDNA,2,2.4291210628585556e-13
f,8020:8037:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8060:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8063:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8069:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8077:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8081:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,5.177998692081004e-102
f,8020:8100:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8123:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8133:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8147:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,8020:8159:8166,4,0,0,0,0,0,0,0,40,Rep2,cfDNA,4,3.2550920919753746e-103
f,9318:9324:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9326:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9329:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9352:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9356:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9363:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9369:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9371:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9374:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9382:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9391:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9400:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9405:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9407:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9409:9466,0,0,1,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9417:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9423:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9426:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9431:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9318:9457:9466,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.082508822446903e-05
f,9802:9805:9950,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9813:9950,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9815:9950,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9833:9950,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9842:9950,1,0,0,0,0,0,0,0,40,Rep2,cfDNA,1,1.28934500757877e-08
